seqnames,start,end,strand,gene_id,gene_name
chr12,56294084,56294402,+,ENSG00000257569,GSTP1P1
chr12,56295197,56326402,-,ENSG00000170473,PYM1
chr12,56321103,56347811,+,ENSG00000065357,DGKA
chr12,56322954,56323513,+,ENSG00000273973,AC025162.2
chr12,56347889,56367101,-,ENSG00000185664,PMEL
chr12,56360553,56366568,+,ENSG00000123374,CDK2
chr12,56360622,56361258,-,ENSG00000258554,AC025162.1
chr12,56367697,56390467,+,ENSG00000111540,RAB5B
chr12,56374216,56374819,-,ENSG00000237493,AC034102.1
chr12,56385991,56388469,+,ENSG00000255990,AC034102.1
chr12,56390964,56400425,+,ENSG00000139531,SUOX
chr12,56401443,56432219,+,ENSG00000123411,IKZF4
chr12,56403875,56404358,-,ENSG00000273890,AC034102.8
chr12,56423433,56435590,-,ENSG00000257449,AC034102.3
chr12,56435637,56438459,+,ENSG00000197728,RPS26
chr12,56473641,56497289,+,ENSG00000065361,ERBB3
chr12,56495115,56503073,+,ENSG00000257411,AC034102.2
chr12,56498103,56507691,+,ENSG00000170515,PA2G4
chr12,56498398,56507689,-,ENSG00000257553,AC034102.4
chr12,56510370,56511727,+,ENSG00000229117,RPL41
chr12,56511943,56521298,+,ENSG00000135482,ZC3H10
chr12,56512034,56538455,+,ENSG00000139641,ESYT1
chr12,56512752,56513723,-,ENSG00000258345,AC034102.7
chr12,56513817,56523403,-,ENSG00000258317,AC034102.6
chr12,56544580,56552004,-,ENSG00000257809,AC034102.5
chr12,56546040,56553431,+,ENSG00000196465,MYL6B
chr12,56551945,56557280,+,ENSG00000092841,MYL6
chr12,56556143,56584068,-,ENSG00000258199,AC073896.4
chr12,56556767,56583351,-,ENSG00000139613,SMARCC2
chr12,56588931,56589180,+,ENSG00000266023,RN7SL770P
chr12,56595959,56615717,-,ENSG00000181852,RNF41
chr12,56615799,56623638,+,ENSG00000139579,NABP2
chr12,56623833,56631630,+,ENSG00000139540,SLC39A5
chr12,56631591,56652175,-,ENSG00000139645,ANKRD52
chr12,56660642,56664750,+,ENSG00000135469,COQ10A
chr12,56661577,56663888,-,ENSG00000258260,AC073896.5
chr12,56665483,56694176,-,ENSG00000062485,CS
chr12,56679700,56709843,-,ENSG00000144785,AC073896.1
chr12,56693926,56708592,+,ENSG00000257303,AC073896.2
chr12,56702652,56703233,+,ENSG00000257740,AC073896.3
chr12,56703626,56710120,-,ENSG00000257727,CNPY2
chr12,56710007,56727837,-,ENSG00000135473,PAN2
chr12,56727958,56734194,+,ENSG00000110944,IL23A
chr12,56735381,56753939,-,ENSG00000170581,STAT2
chr12,56746171,56746234,-,ENSG00000252206,RNU7-40P
chr12,56754353,56756607,-,ENSG00000175336,APOF
chr12,56770602,56771115,-,ENSG00000274823,AC025574.2
chr12,56774145,56776495,-,ENSG00000259099,AC025574.1
chr12,56805728,56806974,-,ENSG00000276272,AC024884.2
chr12,56807431,56807829,-,ENSG00000274569,AC024884.1
chr12,56810157,56843187,-,ENSG00000111602,TIMELESS
chr12,56843286,56862950,-,ENSG00000135517,MIP
chr12,56862351,56873491,+,ENSG00000176422,SPRYD4
chr12,56864728,56882198,-,ENSG00000135423,GLS2
chr12,56904786,56906487,+,ENSG00000257576,HSPD1P4
chr12,56915713,56989980,+,ENSG00000076067,RBMS2
chr12,56982302,56982405,+,ENSG00000201579,RNU6-343P
chr12,56989380,57030600,-,ENSG00000076108,BAZ2A
chr12,57031959,57039852,-,ENSG00000110955,ATP5B
chr12,57038811,57038885,-,ENSG00000207031,SNORD59A
chr12,57057125,57082192,-,ENSG00000110958,PTGES3
chr12,57064236,57064530,-,ENSG00000241217,RN7SL809P
chr12,57106212,57125412,-,ENSG00000196531,NACA
chr12,57125380,57146157,-,ENSG00000198056,PRIM1
chr12,57145945,57181574,+,ENSG00000025423,HSD17B6
chr12,57216769,57268052,+,ENSG00000258679,AC121758.1
chr12,57234757,57235057,-,ENSG00000273536,AC121758.3
chr12,57249478,57249670,+,ENSG00000258816,AC121758.2
chr12,57255159,57255292,+,ENSG00000212383,SNORA48
chr12,57316938,57328189,-,ENSG00000170426,SDR9C7
chr12,57334958,57335266,-,ENSG00000278400,AC026120.2
chr12,57345215,57353158,-,ENSG00000139547,RDH16
chr12,57374995,57379744,-,ENSG00000278399,AC026120.1
chr12,57388230,57392225,+,ENSG00000166856,GPR182
chr12,57390745,57391335,+,ENSG00000268162,HBCBP
chr12,57392618,57400230,-,ENSG00000166860,ZBTB39
chr12,57403784,57422667,-,ENSG00000166863,TAC3
chr12,57422301,57444982,-,ENSG00000166866,MYO1A
chr12,57449426,57481846,-,ENSG00000166881,NEMP1
chr12,57482677,57489259,+,ENSG00000166886,NAB2
chr12,57489191,57525922,-,ENSG00000166888,STAT6
chr12,57515445,57515545,-,ENSG00000263832,AC023237.1
chr12,57522276,57607134,+,ENSG00000123384,LRP1
chr12,57538403,57541402,-,ENSG00000259125,LRP1-AS
chr12,57588287,57588359,+,ENSG00000221365,MIR1228
chr12,57610578,57620232,+,ENSG00000182379,NXPH4
chr12,57621757,57621880,+,ENSG00000202067,Y_RNA
chr12,57623110,57628718,+,ENSG00000182199,SHMT2
chr12,57623281,57623981,-,ENSG00000276727,AC137834.2
chr12,57628686,57634498,-,ENSG00000185633,NDUFA4L2
chr12,57637236,57644976,-,ENSG00000185482,STAC3
chr12,57643392,57690267,-,ENSG00000258830,AC137834.1
chr12,57647545,57824788,-,ENSG00000179912,R3HDM2
chr12,57809079,57809186,+,ENSG00000201198,RNU6-879P
chr12,57810198,57810536,+,ENSG00000268367,AC126614.1
chr12,57824899,57827718,+,ENSG00000258001,AC126614.1
chr12,57828543,57844611,+,ENSG00000175189,INHBC
chr12,57846106,57853063,+,ENSG00000139269,INHBE
chr12,57853918,57866045,+,ENSG00000111087,GLI1
chr12,57866038,57882597,-,ENSG00000123329,ARHGAP9
chr12,57869228,57911352,+,ENSG00000166986,MARS
chr12,57904847,57904918,+,ENSG00000252865,RNU6-594P
chr12,57907700,57908023,+,ENSG00000264046,RN7SL312P
chr12,57910371,57914300,-,ENSG00000175197,DDIT3
chr12,57912946,57913042,-,ENSG00000208028,MIR616
chr12,57914493,57923931,+,ENSG00000166987,MBD6
chr12,57923885,57941114,-,ENSG00000175203,DCTN2
chr12,57943781,57980415,+,ENSG00000155980,KIF5A
chr12,57984957,57997201,+,ENSG00000166908,PIP4K2C
chr12,57998405,58003587,+,ENSG00000178498,DTX3
chr12,58003963,58013162,+,ENSG00000240771,ARHGEF25
chr12,58005901,58013421,-,ENSG00000224713,AC025165.1
chr12,58013310,58019934,+,ENSG00000135502,SLC26A10
chr12,58017193,58027138,-,ENSG00000135454,B4GALNT1
chr12,58062727,58062822,-,ENSG00000238436,snoU13
chr12,58068448,58069033,+,ENSG00000242990,RPL13AP23
chr12,58087738,58115340,+,ENSG00000135506,OS9
chr12,58087915,58115293,-,ENSG00000257342,AC025165.2
chr12,58117544,58135940,-,ENSG00000135439,AGAP2
chr12,58120054,58122139,+,ENSG00000255737,AGAP2-AS1
chr12,58131796,58143994,+,ENSG00000135452,TSPAN31
chr12,58141510,58149796,-,ENSG00000135446,CDK4
chr12,58148881,58154190,+,ENSG00000139266,MARCH9
chr12,58156117,58162769,-,ENSG00000111012,CYP27B1
chr12,58162254,58166576,-,ENSG00000037897,METTL1
chr12,58165275,58176324,+,ENSG00000123427,EEF1AKMT3
chr12,58166811,58180829,+,ENSG00000257921,AC025165.3
chr12,58168032,58168101,-,ENSG00000266465,AC025165.1
chr12,58176372,58201854,+,ENSG00000123297,TSFM
chr12,58191159,58212487,-,ENSG00000135407,AVIL
chr12,58197621,58198198,+,ENSG00000270039,AC025165.5
chr12,58199937,58200043,-,ENSG00000206749,RNU6-1083P
chr12,58208277,58208709,+,ENSG00000269903,AC025165.4
chr12,58213710,58240522,-,ENSG00000175215,CTDSP2
chr12,58218392,58218475,-,ENSG00000207789,MIR26A2
chr12,58230875,58236528,+,ENSG00000257953,AC083805.2
chr12,58263618,58290265,-,ENSG00000245651,AC083805.1
chr12,58288015,58290629,+,ENSG00000273805,AC083805.3
chr12,58325311,58329958,-,ENSG00000257698,AC084033.3
chr12,58335324,58351052,+,ENSG00000166896,ATP23
chr12,58360841,58362182,+,ENSG00000257159,AC084033.1
chr12,58371748,58372060,-,ENSG00000222210,RN7SKP65
chr12,58377578,58378544,-,ENSG00000257668,AC084033.2
chr12,58481675,58487145,+,ENSG00000257541,LINC02403
chr12,58488697,58491796,-,ENSG00000279134,AC090643.1
chr12,58497690,58499718,+,ENSG00000279411,AC090643.2
chr12,58638161,58638648,+,ENSG00000241423,RPL21P103
chr12,58788379,58788921,+,ENSG00000258133,AC025578.1
chr12,58937907,59206842,+,ENSG00000258231,AC020637.1
chr12,58959743,59175529,-,ENSG00000257259,LINC02388
chr12,59265931,59314303,-,ENSG00000139263,LRIG3
chr12,59314420,59458019,+,ENSG00000257443,AC068305.3
chr12,59413950,59414675,+,ENSG00000244390,AC068305.1
chr12,59446761,59447965,-,ENSG00000257288,AC068305.2
chr12,59759999,59804952,-,ENSG00000258214,AC108721.1
chr12,59762832,59762932,-,ENSG00000212599,RNU6-279P
chr12,59844454,59844553,-,ENSG00000251931,RNU6-871P
chr12,59917059,59917965,-,ENSG00000257230,LINC02448
chr12,59921840,59921922,-,ENSG00000266724,AC108721.2
chr12,59921958,59922049,-,ENSG00000265430,AC108721.1
chr12,59980574,59980724,-,ENSG00000202471,RNU4-20P
chr12,59989848,60183636,+,ENSG00000118596,SLC16A7
chr12,60113479,60113725,-,ENSG00000257146,AC079905.2
chr12,60205883,60206357,+,ENSG00000237176,AC079905.1
chr12,60420552,60420638,-,ENSG00000264437,AC091517.1
chr12,60486645,60489852,+,ENSG00000257294,AC080011.1
chr12,60609775,60610165,+,ENSG00000258184,AC087883.1
chr12,60735605,60735722,-,ENSG00000252607,Y_RNA
chr12,60757603,60757716,+,ENSG00000251822,SNORA19
chr12,60812764,60813074,+,ENSG00000257865,AC090022.1
chr12,61624940,61626718,-,ENSG00000257308,AC090017.1
chr12,61993848,61994624,-,ENSG00000258336,DUX4L52
chr12,62102040,62672931,-,ENSG00000198673,FAM19A2
chr12,62169704,62170181,+,ENSG00000242922,RPL21P104
chr12,62273099,62274553,+,ENSG00000257528,KRT8P19
chr12,62415351,62415955,-,ENSG00000213363,RPS3P6
chr12,62511668,62511739,-,ENSG00000252883,SNORD112
chr12,62533780,62539424,-,ENSG00000257880,AC078789.1
chr12,62628171,62629296,-,ENSG00000258316,KLF17P1
chr12,62654119,62811211,+,ENSG00000135655,USP15
chr12,62727872,62727978,-,ENSG00000200814,RNU6-595P
chr12,62860597,62994259,+,ENSG00000061987,MON2
chr12,62876129,62878712,-,ENSG00000257568,AC079035.1
chr12,62939362,62939459,-,ENSG00000202034,RNU6-399P
chr12,62995531,62997470,-,ENSG00000221949,LINC01465
chr12,62996532,63015993,+,ENSG00000257354,AC048341.2
chr12,62997466,62997550,+,ENSG00000199179,MIRLET7I
chr12,62997689,62998179,+,ENSG00000275180,AC048341.3
chr12,63037762,63328817,-,ENSG00000111110,PPM1H
chr12,63044955,63045058,+,ENSG00000238475,snoU13
chr12,63052603,63053005,+,ENSG00000241941,AC048341.1
chr12,63149007,63150013,+,ENSG00000213352,GAPDHP44
chr12,63244518,63244681,-,ENSG00000200296,RNU1-83P
chr12,63329481,63329582,+,ENSG00000252660,Y_RNA
chr12,63359105,63359749,+,ENSG00000139239,AC078814.1
chr12,63396249,63396575,+,ENSG00000257779,AC078814.4
chr12,63397333,63400682,+,ENSG00000250517,LDHAL6CP
chr12,63398118,63400321,-,ENSG00000257235,AC078814.2
chr12,63449055,63449545,-,ENSG00000257664,AC078814.3
chr12,63536539,63544722,-,ENSG00000166148,AVPR1A
chr12,63544845,63547786,+,ENSG00000279444,AC135584.1
chr12,63665184,63666116,+,ENSG00000257332,HNRNPA1P69
chr12,63686405,63753817,-,ENSG00000258117,AC026116.1
chr12,63952693,64062719,-,ENSG00000177990,DPY19L2
chr12,64017568,64189498,-,ENSG00000249753,AC084357.2
chr12,64045407,64045710,+,ENSG00000257005,AC027667.1
chr12,64076303,64118715,-,ENSG00000255583,AC084357.3
chr12,64154138,64154392,-,ENSG00000240027,AC084357.1
chr12,64173583,64203338,+,ENSG00000118600,TMEM5
chr12,64202625,64215936,-,ENSG00000255850,TMEM5-AS1
chr12,64215801,64217675,+,ENSG00000255642,PABPC1P4
chr12,64224534,64224603,-,ENSG00000265796,AC084357.1
chr12,64238073,64556001,+,ENSG00000196935,SRGAP1
chr12,64265519,64265824,-,ENSG00000242087,RPL36AP41
chr12,64272567,64273254,+,ENSG00000256571,AC079866.2
chr12,64281159,64282378,-,ENSG00000256399,AC079866.1
chr12,64426192,64426445,+,ENSG00000255780,AC020611.1
chr12,64432342,64491398,-,ENSG00000255886,AC020611.2
chr12,64502543,64514269,-,ENSG00000255817,AC025576.2
chr12,64540168,64541637,-,ENSG00000255629,AC025576.1
chr12,64580096,64616076,-,ENSG00000174206,C12orf66
chr12,64598573,64598679,+,ENSG00000212298,RNU6-1009P
chr12,64616117,64790845,+,ENSG00000243024,AC012158.1
chr12,64622340,64622455,-,ENSG00000251788,RNU5A-7P
chr12,64658542,64784972,-,ENSG00000185306,C12orf56
chr12,64660193,64660546,+,ENSG00000256192,AC012158.2
chr12,64731958,64732577,-,ENSG00000256293,AC135279.2
chr12,64749542,64749645,-,ENSG00000238440,snoU13
chr12,64798130,64844907,+,ENSG00000184575,XPOT
chr12,64836290,64837110,-,ENSG00000255566,AC135279.1
chr12,64845371,64846681,-,ENSG00000277895,AC135279.3
chr12,64845660,64895888,+,ENSG00000183735,TBK1
chr12,64900781,65091347,+,ENSG00000153179,RASSF3
chr12,64900946,64927418,-,ENSG00000256199,AC078962.2
chr12,64969445,64969521,+,ENSG00000223294,SNORD83
chr12,64992858,65003239,-,ENSG00000256670,AC078962.4
chr12,65016289,65016385,+,ENSG00000207546,MIR548C
chr12,65022124,65023756,+,ENSG00000225195,AC078962.1
chr12,65047840,65048799,-,ENSG00000256314,AC078962.3
chr12,65089971,65090330,-,ENSG00000280320,AC025262.3
chr12,65090189,65090329,-,ENSG00000268028,AC025262.1
chr12,65103238,65104293,+,ENSG00000280181,AC025262.2
chr12,65107225,65153227,-,ENSG00000135677,GNS
chr12,65153301,65173098,+,ENSG00000215159,AC025262.1
chr12,65154648,65154753,-,ENSG00000238592,snoU13
chr12,65174973,65274812,+,ENSG00000111490,TBC1D30
chr12,65261736,65262479,-,ENSG00000243020,RPL7P39
chr12,65277174,65371302,+,ENSG00000255693,LINC02389
chr12,65314625,65376304,-,ENSG00000248995,LINC02231
chr12,65332803,65332897,+,ENSG00000221564,RNU6ATAC42P
chr12,65411248,65447904,+,ENSG00000198671,AC135895.1
chr12,65444406,65515346,-,ENSG00000156076,WIF1
chr12,65489529,65489635,+,ENSG00000207099,RNU6-166P
chr12,65528468,65529053,+,ENSG00000255700,APOOP3
chr12,65563351,65642107,+,ENSG00000174106,LEMD3
chr12,65565042,65565697,+,ENSG00000276853,AC026124.2
chr12,65672423,65882024,+,ENSG00000174099,MSRB3
chr12,65675437,65680508,+,ENSG00000250280,AC026124.1
chr12,65812511,65813807,-,ENSG00000215208,KRT18P60
chr12,65860600,66036152,-,ENSG00000250748,AC025419.1
chr12,65953371,65954669,+,ENSG00000255866,AC090023.1
chr12,65996649,66006777,+,ENSG00000256268,LINC02454
chr12,66038114,66057079,+,ENSG00000256915,AC090023.2
chr12,66039772,66040242,-,ENSG00000213344,PCNPP3
chr12,66151800,66220777,-,ENSG00000241749,RPSAP52
chr12,66217911,66360075,+,ENSG00000149948,HMGA2
chr12,66224530,66224830,+,ENSG00000277945,AC107308.1
chr12,66245120,66275947,-,ENSG00000197301,AC090673.1
chr12,66251793,66251912,+,ENSG00000211577,AC090673.1
chr12,66291518,66317967,-,ENSG00000267942,AC090673.2
chr12,66328557,66342259,-,ENSG00000256083,AC090673.2
chr12,66421505,66424846,-,ENSG00000256259,LINC02425
chr12,66431015,66431494,+,ENSG00000213343,RPL21P18
chr12,66460001,66460118,+,ENSG00000251857,RNA5SP362
chr12,66510335,66524548,-,ENSG00000139233,LLPH
chr12,66517697,66563765,-,ENSG00000228144,AC078927.1
chr12,66524531,66528229,+,ENSG00000239335,LLPH-AS1
chr12,66529626,66563852,-,ENSG00000155957,TMBIM4
chr12,66582659,66648402,+,ENSG00000090376,IRAK3
chr12,66627859,66629014,-,ENSG00000225422,RBMS1P1
chr12,66629336,66629402,-,ENSG00000266539,AC078889.1
chr12,66645525,66651214,-,ENSG00000256072,AC078889.1
chr12,66669720,66670431,-,ENSG00000256777,PDCL3P7
chr12,66686463,66686767,+,ENSG00000222744,RN7SKP166
chr12,66696325,66741425,+,ENSG00000127311,HELB
chr12,66739499,66739602,+,ENSG00000238528,snoU13
chr12,66741211,67197966,-,ENSG00000155974,GRIP1
chr12,66957304,66957474,+,ENSG00000256285,OSBPL9P5
chr12,66957747,66962974,-,ENSG00000256420,OSBPL9P4
chr12,67285656,67462942,-,ENSG00000256248,AC134511.1
chr12,67429288,67490186,-,ENSG00000257083,AC073530.1
chr12,67458798,67459058,-,ENSG00000279310,AC073530.2
chr12,67525347,67525985,-,ENSG00000255976,RAB11AP2
chr12,67659622,67660746,-,ENSG00000237766,GGTA2P
chr12,67663061,67713731,+,ENSG00000111530,CAND1
chr12,67745216,67745819,+,ENSG00000256037,MRPL40P1
chr12,67818052,67818766,-,ENSG00000256355,NTAN1P3
chr12,67834778,67836339,-,ENSG00000256172,LINC02420
chr12,67913609,67960906,+,ENSG00000203585,LINC02408
chr12,67964977,67983767,-,ENSG00000256077,LINC02442
chr12,68042118,68059186,+,ENSG00000127334,DYRK2
chr12,68052771,68064699,-,ENSG00000235872,AC078777.1
chr12,68102827,68123255,-,ENSG00000255970,LINC02421
chr12,68147481,68147597,+,ENSG00000279505,AC022513.1
chr12,68323015,68363797,+,ENSG00000255772,LINC01479
chr12,68371887,68372167,-,ENSG00000256835,AC005294.1
chr12,68383225,68628466,+,ENSG00000255733,IFNG-AS1
chr12,68395174,68395328,-,ENSG00000244432,RPL39P28
chr12,68429547,68430633,+,ENSG00000236946,HNRNPA1P70
chr12,68537098,68537470,+,ENSG00000256708,AC007458.1
chr12,68548548,68553527,-,ENSG00000111537,IFNG
chr12,68595131,68619601,-,ENSG00000111536,IL26
chr12,68642022,68647387,-,ENSG00000127318,IL22
chr12,68666223,68726161,-,ENSG00000111554,MDM1
chr12,68726668,68845443,-,ENSG00000251301,LINC02384
chr12,68738444,68743739,+,ENSG00000256273,AC022511.1
chr12,68820111,68821517,-,ENSG00000273824,AC008033.3
chr12,68867521,68868682,+,ENSG00000256075,AC008033.1
chr12,68881467,68881643,+,ENSG00000256917,AC008033.2
chr12,68946775,68947662,-,ENSG00000240087,RPSAP12
chr12,69004619,69065681,+,ENSG00000127314,RAP1B
chr12,69020650,69020967,-,ENSG00000234040,RPL10P12
chr12,69021014,69021155,-,ENSG00000206650,SNORA70G
chr12,69036299,69036773,-,ENSG00000234925,ATP5HP4
chr12,69068151,69081535,-,ENSG00000247363,AC090061.1
chr12,69078375,69080088,+,ENSG00000241825,RPL7P42
chr12,69080514,69139589,+,ENSG00000111581,NUP107
chr12,69099414,69100846,+,ENSG00000233560,KRT8P39
chr12,69139886,69187744,+,ENSG00000175782,SLC35E3
chr12,69198791,69199259,-,ENSG00000256678,AC025423.3
chr12,69201956,69244466,+,ENSG00000135679,MDM2
chr12,69221898,69222333,+,ENSG00000256325,AC025423.1
chr12,69235068,69237017,-,ENSG00000257181,AC025423.4
chr12,69235726,69236164,+,ENSG00000256664,AC025423.2
chr12,69235977,69365350,-,ENSG00000135678,CPM
chr12,69305701,69305762,+,ENSG00000252770,RNU7-4P
chr12,69307584,69307802,+,ENSG00000257289,AC025423.5
chr12,69350186,69350266,-,ENSG00000263910,AC133749.1
chr12,69351157,69351457,-,ENSG00000257336,PRELID2P1
chr12,69511348,69511432,-,ENSG00000252547,AC139931.1
chr12,69605903,69618022,+,ENSG00000258140,AC127894.1
chr12,69633317,69668138,+,ENSG00000111605,CPSF6
chr12,69678177,69679265,+,ENSG00000257818,C1GALT1P1
chr12,69720354,69725662,-,ENSG00000274979,AC020656.2
chr12,69742121,69748014,+,ENSG00000090382,LYZ
chr12,69747273,69748005,-,ENSG00000257764,AC020656.1
chr12,69753483,69784576,+,ENSG00000127337,YEATS4
chr12,69794683,69794978,+,ENSG00000266185,RN7SL804P
chr12,69816436,69816775,+,ENSG00000241765,RPS26P45
chr12,69843250,69854504,+,ENSG00000257507,LINC02373
chr12,69864129,69973569,+,ENSG00000166225,FRS2
chr12,69978502,69978603,-,ENSG00000264405,MIR3913-2
chr12,69979114,69995350,+,ENSG00000166226,CCT2
chr12,70002344,70004942,-,ENSG00000198812,LRRC10
chr12,70037140,70093256,-,ENSG00000127325,BEST3
chr12,70107413,70132348,-,ENSG00000247131,AC025263.1
chr12,70132461,70216984,+,ENSG00000127328,RAB3IP
chr12,70195449,70249143,+,ENSG00000258052,AC025263.2
chr12,70219084,70352877,+,ENSG00000166268,MYRFL
chr12,70297813,70637140,-,ENSG00000257815,LINC01481
chr12,70340323,70340861,-,ENSG00000257241,AC078922.1
chr12,70574118,70595784,+,ENSG00000257139,AC084032.1
chr12,70612912,70615642,-,ENSG00000257613,LINC01481
chr12,70636774,70748773,+,ENSG00000111596,CNOT2
chr12,70715322,70718054,-,ENSG00000279530,AC092881.1
chr12,70760056,70828072,+,ENSG00000135643,KCNMB4
chr12,70837564,70837703,-,ENSG00000222405,RNU4-65P
chr12,70861860,70936820,+,ENSG00000258168,AC025569.1
chr12,70909646,71031220,-,ENSG00000127329,PTPRB
chr12,70964749,70965220,+,ENSG00000277247,AC083809.1
chr12,71031853,71314623,-,ENSG00000153233,PTPRR
chr12,71065698,71066636,+,ENSG00000257302,FAHD2P1
chr12,71300697,71300798,+,ENSG00000207387,Y_RNA
chr12,71401553,71425863,-,ENSG00000257265,AC123905.1
chr12,71427902,71498306,-,ENSG00000257454,AC025575.1
chr12,71441182,71512027,-,ENSG00000258053,AC025575.2
chr12,71518865,71835678,-,ENSG00000127324,TSPAN8
chr12,71833550,71980090,+,ENSG00000139292,LGR5
chr12,71842185,71842630,+,ENSG00000277223,AC090116.1
chr12,71976073,71977632,-,ENSG00000257761,AC078860.1
chr12,72003252,72061505,-,ENSG00000133858,ZFC3H1
chr12,72033135,72033263,+,ENSG00000212461,SNORA17
chr12,72056789,72074419,+,ENSG00000173451,THAP2
chr12,72067984,72092748,+,ENSG00000258064,AC073612.1
chr12,72079867,72098826,+,ENSG00000139291,TMEM19
chr12,72102951,72104154,-,ENSG00000257515,AC011601.1
chr12,72148654,72194065,+,ENSG00000080371,RAB21
chr12,72187635,72193407,-,ENSG00000257410,AC089984.1
chr12,72228814,72229176,-,ENSG00000257991,AC089984.3
chr12,72233487,72321028,+,ENSG00000121749,TBC1D15
chr12,72243008,72244208,-,ENSG00000257802,AC089984.2
chr12,72332626,72580398,+,ENSG00000139287,TPH2
chr12,72439929,72451157,-,ENSG00000258115,AC090109.1
chr12,72481046,73064537,+,ENSG00000072657,TRHDE
chr12,72647288,72668687,-,ENSG00000236333,TRHDE-AS1
chr12,72825502,72825855,-,ENSG00000257287,AC016256.1
chr12,73004458,73005096,+,ENSG00000257723,CHCHD3P2
chr12,73121703,73122624,-,ENSG00000258235,AC133480.1
chr12,73184231,73184425,-,ENSG00000216084,AC131213.1
chr12,73509737,73537638,-,ENSG00000258294,AC090503.2
chr12,73552970,73602097,+,ENSG00000258123,LINC02444
chr12,73597595,73600615,-,ENSG00000257682,AC090503.1
chr12,74042446,74042819,+,ENSG00000243164,AC087879.1
chr12,74072968,74073076,-,ENSG00000252415,RNU6-1012P
chr12,74154469,74192507,+,ENSG00000257750,LINC02445
chr12,74158059,74158193,-,ENSG00000201809,U8
chr12,74293650,74293732,+,ENSG00000272231,AC136188.1
chr12,74300720,74313117,+,ENSG00000257587,AC136188.1
chr12,74411555,74411636,-,ENSG00000264155,AC090015.1
chr12,74432866,74439608,+,ENSG00000258332,LINC02394
chr12,74526946,74796315,-,ENSG00000251138,AC090502.1
chr12,74564225,74565610,+,ENSG00000258320,AC090502.4
chr12,74642417,74677449,-,ENSG00000257183,AC090502.3
chr12,74668732,74669011,+,ENSG00000257113,AC090502.2
chr12,74686104,74686876,+,ENSG00000257364,VENTXP3
chr12,74931607,74939210,+,ENSG00000253719,ATXN7L3B
chr12,74931925,74932413,-,ENSG00000257386,AC025257.1
chr12,75050341,75050640,+,ENSG00000257323,AC123904.2
chr12,75057554,75057921,-,ENSG00000188646,AC123904.1
chr12,75121818,75122631,-,ENSG00000257998,AC123904.3
chr12,75414749,75438573,+,ENSG00000257434,AC073525.1
chr12,75433857,75603648,-,ENSG00000166006,KCNC2
chr12,75628520,75692288,+,ENSG00000254451,AC091534.1
chr12,75651415,75652414,-,ENSG00000258112,CCNG2P1
chr12,75669759,75784708,-,ENSG00000180881,CAPS2
chr12,75699232,75700137,+,ENSG00000257823,AC092552.1
chr12,75727578,75728266,-,ENSG00000273987,AC121761.2
chr12,75728419,75764340,+,ENSG00000173401,GLIPR1L1
chr12,75784850,75826468,+,ENSG00000180481,GLIPR1L2
chr12,75874460,75897633,+,ENSG00000139278,GLIPR1
chr12,75877234,75883600,-,ENSG00000257497,AC121761.1
chr12,75884641,75905416,-,ENSG00000111615,KRR1
chr12,75956982,76377795,-,ENSG00000258077,AC078923.1
chr12,75993827,75995331,+,ENSG00000257777,AC022507.1
chr12,76082574,76082876,-,ENSG00000258245,RPL10P13
chr12,76082932,76083084,-,ENSG00000251893,SNORA70
chr12,76087790,76092596,-,ENSG00000258088,AC078820.1
chr12,76118233,76118321,-,ENSG00000264062,AC131012.1
chr12,76319993,76320247,+,ENSG00000258091,AC011611.6
chr12,76351614,76351910,-,ENSG00000243420,RN7SL734P
chr12,76358220,76360842,+,ENSG00000257329,AC011611.2
chr12,76358579,76358775,+,ENSG00000198923,AC011611.1
chr12,76419227,76427712,-,ENSG00000139289,PHLDA1
chr12,76424274,76425158,+,ENSG00000257453,AC011611.3
chr12,76426438,76427677,+,ENSG00000257839,AC011611.4
chr12,76430367,76478813,-,ENSG00000187109,NAP1L1
chr12,76451318,76451895,+,ENSG00000257941,AC011611.5
chr12,76509491,76509880,+,ENSG00000258304,AC233290.2
chr12,76531205,76532390,+,ENSG00000257872,AC233290.1
chr12,76533347,76533451,+,ENSG00000252858,RNU6-1271P
chr12,76653619,76698911,+,ENSG00000257219,LINC02407
chr12,76709531,76709828,+,ENSG00000223273,RN7SKP172
chr12,76738254,76742222,-,ENSG00000179941,BBS10
chr12,76745577,76953589,-,ENSG00000091039,OSBPL8
chr12,76956074,77009347,+,ENSG00000257526,AC107032.2
chr12,76993451,76994250,+,ENSG00000213272,RPL7AP9
chr12,77013166,77013823,+,ENSG00000271142,YWHAQP7
chr12,77054185,77054664,+,ENSG00000243071,AC107032.1
chr12,77115314,77116066,+,ENSG00000241045,RPL7P43
chr12,77150971,77151694,+,ENSG00000258090,AC093014.1
chr12,77157368,77247476,+,ENSG00000186908,ZDHHC17
chr12,77252495,77272840,-,ENSG00000175183,CSRP2
chr12,77271973,77274132,+,ENSG00000257910,AC124784.1
chr12,77377859,77378449,-,ENSG00000257199,AC025161.1
chr12,77415027,77459360,-,ENSG00000165891,E2F7
chr12,77556706,77556805,-,ENSG00000238769,snoU13
chr12,77613383,77622473,-,ENSG00000257677,LINC02464
chr12,77718421,78606788,+,ENSG00000067798,NAV3
chr12,77773600,77784644,+,ENSG00000257835,AC073591.1
chr12,77949297,77950568,-,ENSG00000268519,AC073528.1
